phi,O2,N2,fuel,cyclopentane,cyclopentene,"1,2-epoxycyclopentane",H2,water,CO,CO2,methane,acetaldehyde,ethene,propene,acrolein,"1,3-butadiene",1-butene,cyclopentadiene,benzene,h radical,hydroxy,hydroperoxy,peroxide,oxirane
1.25,0.03,0.965,0.005,1243.0254451711785,476.75079068194844,38.95340223903112,826.0941281243805,6834.551444952091,4805.8340861695715,895.3610595072472,316.9314288915214,43.402205738627636,1622.9952441299993,75.14852626735185,247.30453134642065,20.82677372599051,19.099676039038542,72.62550681824541,2.7311221774839596,0.0019261407933381118,0.002774552229172916,5.0626534385750155,378.9748303232823,31.951173913261993
1.1,0.034090909,0.960909091,0.005,1203.3454901587147,489.733363863563,40.92946124695982,768.4772659493733,7051.333392046739,4773.983843809948,947.892546038745,292.6637775456352,39.71584894290044,1549.6997364788288,66.87163751208827,228.23574452216573,20.53382476257163,16.250229342713794,74.62579811587023,2.4456637188627144,0.0018011509506328151,0.0029071569604171245,5.392519596753087,411.4736945087009,31.78109238829728
1.0,0.0375,0.9575,0.005,1182.1526280062142,500.7701440723867,42.456043717557385,722.3034071322344,7172.018301573975,4707.462310113006,974.4445545285561,273.74228032948247,36.94360793542233,1490.2582506684355,61.25506215202871,214.684227733608,20.351933788089227,14.41323844707573,76.50316646543499,2.2484663901363806,0.0016966580380696331,0.002982204762172533,5.60778288699424,433.6508663168505,31.348569344552967
0.9,0.041666667,0.953333333,0.005,1164.793397365795,513.7558432402556,44.158781203142404,670.3303512103064,7272.701975634583,4603.719905889593,992.0694103439181,252.8014527213901,33.96470774576533,1421.4812949123723,55.581082601893975,200.4539707859449,20.160948606966098,12.633300247312233,78.84237793448786,2.047384951402363,0.0015767595459021291,0.0030461729292269825,5.8179405817162655,456.05503868553234,30.630761166668712
0.75,0.05,0.945,0.005,1145.1566234960596,536.916423178662,47.05303514655765,582.4706308848296,7384.98254442012,4376.70833512748,996.9517701055892,217.943771952819,29.19325055729271,1298.4422251873157,46.981617888009865,177.81326010090928,19.799644180463478,10.076584473742727,83.2631874645252,1.7401355358879205,0.0013717568709823544,0.00312174401770972,6.121265251752902,489.6673819465003,28.952523216878593
0.65,0.057692308,0.937307692,0.005,1135.802458009243,554.8104079866039,49.21217919819209,517.9875440153838,7433.007754471729,4176.030732316343,981.906914332833,192.62061093699677,25.862075241958586,1200.9839800468428,41.19333669216732,161.83410503007218,19.457768226885435,8.449814416858443,86.84782620512877,1.5317910448831162,0.0012209470930942498,0.003159328095722707,6.31397366566405,511.73460108497187,27.378577036899173
0.6,0.0625,0.9325,0.005,1132.1198251909182,564.4922382482513,50.36069824014196,484.14340595595144,7448.523201882836,4060.056348817701,967.6386369078566,179.38086158879202,24.16289427279771,1146.8814209122722,38.28223038620779,153.5700575264492,19.24068416493346,7.660380991373397,88.83882797465306,1.426408696328045,0.0011419271559844038,0.00317455283585892,6.407016825840173,522.5569049675399,26.438072557820746
0.55,0.068181818,0.926818182,0.005,1129.054388463777,574.6649908763503,51.55508750563004,449.2975946174222,7458.011591843671,3933.011519669757,948.1753830328548,165.7717709720567,22.44529792828405,1088.7728213478324,35.35933435742516,145.11635443991824,18.984938909130356,6.887418491095503,90.96561317973384,1.3200469896110862,0.001060725303070894,0.0031875160481020185,6.497598488643022,533.1797047629901,25.38606168645083
0.5,0.075,0.92,0.005,1126.5831904917388,585.331789221195,52.79537536534877,413.49203664686263,7461.043841896077,3794.1716915301176,922.8877491344081,151.80151376273616,20.711395143026028,1026.275503831337,32.4241553364122,136.46513224512424,18.684340167304594,6.131522500659609,93.2307268253591,1.212504482813548,0.0009774675741760618,0.0031982779835951374,6.585481451639713,543.5526547671197,24.21457958707071
0.45,0.083333333,0.911666667,0.005,1124.698651148968,596.4990084803765,54.08187210138598,376.7599327892734,7456.994824525762,3642.53553258676,891.0345196190374,137.47409046627507,18.962321632798538,958.9425937048503,29.47605052669959,127.60470764000206,18.332672152226795,5.393525519598811,95.63677031932197,1.1035046855077,0.0008922304790885391,0.0032068507954879488,6.670375457111748,553.620625106931,22.914607431960643
0.4,0.09375,0.90125,0.005,1123.417396392177,608.177716841077,55.41546877173845,339.12366888680594,7444.951492393311,3476.7209193609897,851.7329740961947,122.78823628691129,17.197878065301595,886.2499106604374,26.51412158617299,118.51744975982618,17.92391855661442,4.67454632615446,98.18634924671369,0.9926738107048652,0.0008050266050088426,0.0032131624434371796,6.751922404937112,563.3260100237162,21.47593141671675
0.35,0.107142857,0.887857143,0.005,1122.7945520610301,620.3849046847342,56.79811566139897,300.59259187643124,7423.571725126011,3294.8166913318855,803.9218810560199,107.73626894115955,15.415963326849646,807.5802207940098,23.537016859803114,109.17637952343354,17.45252107649141,3.9760333107841905,100.8817609829801,0.8795092488439389,0.0007157861647587675,0.0032169990062520856,6.829684643470108,572.6159257178592,19.88706726214096
0.31,0.120967742,0.874032258,0.005,1122.8460653719496,630.5459909220692,57.941977441142384,269.11999338285045,7398.434945368857,3135.9565752430894,758.6922740253287,95.42132423381618,13.974668536849789,739.8557899052718,21.142999321934667,101.4932849808013,17.026977165260977,3.433160751826474,103.14375387103652,0.7868509798675833,0.0006428131049036708,0.0032179953290681442,6.888827687548703,579.7278165807064,18.49939468938414
0.28,0.133928571,0.861071429,0.005,1123.2696076638758,638.4046176937509,58.82384197231322,245.13106929196414,7373.97228928274,3007.8712036507613,720.1966843107114,86.01884956423865,12.881754294879634,685.9903768582186,19.339228389164663,95.58813182079741,16.678059531341294,3.036010412707561,104.90100081601881,0.7158315801547143,0.0005870659089491865,0.0032172860807887136,6.931217707025967,584.8825149782041,17.386256143627996
0.25,0.15,0.845,0.005,1124.0932132444134,646.4685439618244,59.72823698362252,220.80457086307266,7343.795382035966,2871.0554680092987,677.371212018358,76.46843648894222,11.775583186545239,629.2680161248151,17.527272784170755,89.5399576176348,16.30248290732416,2.648006648283939,106.70766835889054,0.6432537691451403,0.0005303487096843532,0.003215056833721468,6.9718159681501195,589.9151205455956,16.208130185056568
0.23,0.163043478,0.831956522,0.005,1124.9075175703367,651.9550193696684,60.34477571370618,204.3946479687446,7319.978560157384,2774.4125297107034,646.2150402097378,70.0172620534881,11.028903310129186,589.7577918971091,16.31408728929543,85.41602746505305,16.036598778109674,2.394697226506537,107.93676793209228,0.5938733256341,0.0004919420889734986,0.0032125590044352723,6.997867260062234,593.235295004206,15.385567829801047
0.2,0.1875,0.8075,0.005,1126.6121014516361,660.3308881442537,61.29174025201891,179.4829383212878,7277.6886882640065,2620.2435113060983,595.2516814254059,60.21324886794862,9.891243977748857,527.7773144997889,14.48514967692095,79.06749807293708,15.612777352054971,2.023228719757561,109.80842139730134,0.5180936819788703,0.0004333346194793766,0.00320696098552183,7.035491453934851,598.2635055200608,14.09536698984817
0.19,0.197368421,0.797631579,0.005,1127.3301422425002,663.1532042694581,61.61359351645434,171.09804694053307,7261.589162930042,2566.153441302642,577.0707202118602,56.911915524249245,9.50635323095616,506.35775581979937,13.872723333553564,76.90153765425094,15.464246512432585,1.9017711317252237,110.43652211238533,0.49233286196021786,0.00041350811908173773,0.003204518504237077,7.0476903228597125,599.9869948218163,13.6504378686021
0.17,0.220588235,0.774411765,0.005,1129.0280183073658,668.8185405564657,62.266728225564556,154.20402263998665,7225.922533813569,2453.5027317172176,538.8240079509771,50.26218010518392,8.726262958352477,462.32707341006574,12.64307351416974,72.4826967269999,15.154791184363804,1.6625715696407701,111.6906236970199,0.43999417866964596,0.00037337681651030785,0.0031986214348055414,7.071719180644371,603.5908358424509,12.739264203479001
0.15,0.25,0.745,0.005,1131.1211718224147,674.4594259322774,62.93173094615751,137.14164332439063,7184.996430200263,2334.366155304412,497.9718601432876,43.55694300533422,7.929947679478482,416.6536150999437,11.40616640880196,67.93035117031401,14.825874612708558,1.428547861105655,112.92545856890915,0.3865060020611238,0.00033255487108302135,0.0031911872972295962,7.09557353529251,607.5643583378327,11.80222083359543
0.13,0.288461538,0.706538462,0.005,1133.6663265471514,679.9646103258699,63.60573529532503,119.90879312974654,7137.878671423536,2208.060258370535,454.4368247232096,36.812394713756525,7.113839486057228,369.28434083441937,10.160751941317011,63.217373600110754,14.471512312244911,1.2000363133957876,114.10725858426771,0.33183119443668374,0.000290973148208701,0.0031819766808348373,7.119940872962864,612.2259128142144,10.845259877715804
0.11,0.340909091,0.654090909,0.005,1136.7112966843847,685.11822931285,64.28107350392781,102.50610085185383,7083.372222771971,2073.8736769461816,408.2190805877953,30.05936972228772,6.273645282961021,320.19455563904893,8.905269940613787,58.30671713498915,14.080573586969622,0.977524505829949,115.17213851003073,0.27601595983932076,0.00024855785011200764,0.00317076116769888,7.146160255395867,618.1629754192566,9.880583262426564
0.1,0.375,0.62,0.005,1138.4288522880297,687.4417132232118,64.6142429427362,93.74272320081225,7052.8645781451305,2003.6168217887114,384.14513179513756,26.696109126124597,5.8429992867194835,295.0120265001778,8.273154838033703,55.76158444540804,13.865306493473767,0.8687484250859658,115.62495314785184,0.2477388150599953,0.0002270142021336389,0.003164344355866285,7.160719381759929,621.936807874593,9.402485514846571
